yDay,SST.mean,SST.median,SST.sd,SST.q5,SST.q10,SST.q25,SST.q75,SST.q90,SST.q95,SST.min,SST.max
48,16.0031,16.2085,0.8599722799150115,14.57985,15.0177,15.6705,16.651000000000003,16.7895,16.81875,14.142,16.848
49,16.0226,16.1845,0.8810615062399318,14.601849999999999,15.0847,15.65925,16.664250000000003,16.8298,16.9549,14.119,17.08
50,16.0009,16.1965,0.9177431800043216,14.471400000000001,14.926800000000002,15.68725,16.59075,16.7388,16.9269,14.016,17.115000000000002
51,15.893899999999999,16.1925,0.9913427986546554,14.237649999999999,14.7943,15.594249999999999,16.50875,16.722299999999997,16.854149999999997,13.681,16.986
52,15.8262,16.093,0.9347119342342862,14.3,14.858,15.459999999999999,16.4935,16.677,16.731,13.741999999999999,16.785
53,15.8261,15.9955,0.9593870091539358,14.28835,14.9017,15.4295,16.48375,16.612000000000002,16.805500000000002,13.674999999999999,16.999000000000002
54,15.866,15.839,0.9337650192158145,14.47015,15.1753,15.4905,16.55675,16.7912,16.8506,13.765,16.91
55,15.8903,16.0725,0.904650460429638,14.520299999999999,15.0846,15.3865,16.5935,16.7242,16.7566,13.956,16.789
56,15.8989,16.1245,0.8988860328206237,14.5137,15.002400000000002,15.39275,16.571749999999998,16.7384,16.7672,14.025,16.796
57,15.8385,15.951,0.85796636168195894,14.559,14.802,15.23025,16.476750000000003,16.7243,16.82465,14.315999999999999,16.925
58,15.796800000000001,16.0885,0.8710911165505786,14.5643,14.6156,15.0105,16.264250000000004,16.7388,16.8414,14.513,16.944
59,15.8292,15.902999999999999,0.8243969917460885,14.657,14.801,15.18825,16.398999999999997,16.6381,16.85005,14.513,17.062
60,15.8744,15.657499999999999,0.8616144020255101,14.82425,15.123499999999998,15.3215,16.45225,16.715700000000002,17.110349999999997,14.525,17.505
61,15.8822,15.863,0.8344650715012313,14.757449999999999,14.9919,15.392999999999999,16.23075,16.8366,17.122799999999998,14.523,17.409
62,16.0817,15.878,0.8209980443879804,15.0624,15.355799999999999,15.63,16.629,17.165899999999997,17.304949999999998,14.769,17.444
63,16.155,16.069499999999998,0.7192472917339814,15.255500000000001,15.475999999999999,15.664,16.628,17.1923,17.20715,15.035,17.222
64,16.1847,16.0745,0.7452592464669218,15.410599999999999,15.4682,15.495999999999999,16.70825,17.2485,17.277749999999997,15.353,17.307
65,16.171499999999998,16.0865,0.7562802611025441,15.19305,15.2781,15.522749999999998,16.9555,16.996599999999997,17.0038,15.108,17.011
66,16.1753,16.211,1.0160240646756356,14.710349999999998,15.089699999999999,15.56075,17.100250000000003,17.222199999999997,17.2726,14.331,17.323
67,16.0395,16.044,1.037429756658252,14.56945,14.7859,15.41025,16.818,17.2797,17.35485,14.353,17.43
68,15.9464,16.055,1.0239413177629968,14.6702,14.7854,15.004999999999999,16.485999999999997,17.1976,17.3938,14.555,17.59
69,16.0307,16.081500000000002,1.0343313513784858,14.478750000000002,14.5035,15.57425,16.640500000000003,17.1186,17.3958,14.454,17.673000000000002
70,15.9522,15.939499999999999,0.8887400319803556,14.6364,14.9658,15.411499999999998,16.5825,16.966299999999997,17.030649999999998,14.307,17.095
71,15.742799999999999,15.85,0.7169651781409375,14.738150000000001,14.9933,15.2055,16.23375,16.4966,16.6388,14.483,16.781
72,15.5941,15.613,0.749811005817095,14.5422,14.729399999999998,15.164000000000001,15.974,16.3049,16.62845,14.355,16.951999999999998
73,15.5031,15.544,0.7709156820877946,14.305349999999999,14.567699999999999,15.3575,15.87375,16.111099999999997,16.48505,14.043,16.859
74,15.4409,15.349499999999999,0.7436052492194142,14.3638,14.5816,15.285499999999999,15.70625,16.3203,16.54665,14.145999999999999,16.773
75,15.47,15.3915,0.7653767409292989,14.3628,14.5626,15.2365,15.798499999999999,16.2925,16.582749999999997,14.163,16.872999999999998
76,15.4841,15.568999999999999,0.8114966214758174,14.3965,14.617,14.90025,15.910499999999999,16.229,16.589,14.176,16.948999999999998
77,15.527899999999999,15.6725,0.754758305684674,14.384450000000001,14.5829,15.126999999999999,15.85925,16.3036,16.5178,14.186,16.732
78,15.5226,15.651499999999999,0.7883564055820329,14.25255,14.3691,15.25,15.899249999999999,16.4005,16.519750000000002,14.136,16.639
79,15.493699999999999,15.550999999999998,0.7657095547413665,14.33945,14.4479,15.105999999999998,15.966,16.437199999999997,16.4786,14.231,16.52
80,15.4233,15.506,0.7705674748737668,14.29985,14.4587,14.94825,15.927,16.3171,16.40305,14.141,16.488999999999997
81,15.3492,15.3975,0.7758403043009418,14.2943,14.4896,14.905249999999999,15.586500000000001,16.327199999999998,16.5216,14.099,16.716
82,15.3398,15.351500000000001,0.7913731806872855,14.31165,14.4003,14.8335,15.587,16.416999999999998,16.57,14.222999999999999,16.723
83,15.3331,15.454,0.816923830258638,14.2088,14.255600000000001,14.7705,15.745000000000001,16.254499999999997,16.477249999999998,14.161999999999999,16.7
84,15.3175,15.475999999999999,0.8442335445703272,14.253150000000002,14.292300000000001,14.6285,15.573250000000002,16.2989,16.58195,14.214,16.865000000000002
85,15.2396,15.211500000000001,0.723301566122704,14.38405,14.4871,14.661749999999998,15.417,16.2759,16.39695,14.281,16.518
86,15.1549,15.024999999999999,0.6261099388730024,14.479300000000002,14.584600000000002,14.728499999999999,15.33375,15.9804,16.207199999999997,14.374,16.433999999999997
87,15.1142,14.925,0.6575830830481505,14.54735,14.5577,14.6285,15.264750000000001,15.957,16.262999999999998,14.536999999999999,16.569
88,14.9862,14.8935,0.7639073242219895,13.96135,13.9807,14.83225,15.065999999999999,15.957899999999999,16.222949999999997,13.942,16.488
89,15.0201,14.997499999999999,0.7434966113649146,14.00085,14.0517,14.72125,15.179,15.9774,16.1862,13.95,16.395
90,14.9625,14.902,0.7040966237353757,14.117550000000001,14.1621,14.497,15.123,15.884,16.109,14.073,16.334
91,14.9457,14.876000000000001,0.6681425413454493,14.15505,14.249099999999999,14.39725,15.319749999999999,15.8888,15.955399999999997,14.061,16.022
92,14.8511,14.753,0.6261979541469119,14.08485,14.234699999999998,14.395999999999999,15.243500000000001,15.7664,15.7727,13.935,15.779
93,14.8116,14.5855,0.6945524858177072,14.108,14.206999999999999,14.331,15.080749999999998,15.814400000000001,15.9647,14.009,16.115000000000002
94,14.8295,14.619499999999999,0.7096144884528657,14.04365,14.087299999999999,14.408000000000001,15.147250000000001,15.8422,16.0006,14,16.159
95,14.7269,14.597,0.7245889946108148,13.9522,13.9864,14.17175,15.026250000000001,15.6771,15.90705,13.918,16.137
96,14.6228,14.576999999999998,0.6521078302107883,13.834800000000001,13.8366,14.12275,14.961500000000001,15.589300000000001,15.617649999999998,13.833,15.645999999999999
97,14.5064,14.5535,0.5464115664954394,13.88175,13.9335,14.030249999999999,14.8035,14.953299999999999,15.28765,13.83,15.622
98,14.431899999999999,14.4555,0.49120338625325743,13.94265,13.968300000000001,14.014,14.57875,14.9204,15.2147,13.917,15.509
99,14.3703,14.227,0.5276636239120525,13.905100000000001,13.9132,13.9525,14.61125,15.029200000000001,15.250599999999999,13.897,15.472
100,14.3454,14.209499999999998,0.49308984982455256,13.832799999999999,13.852599999999999,13.975000000000001,14.608500000000001,15.008099999999999,15.139050000000001,13.813,15.27
101,14.3813,14.250499999999999,0.5224351209055108,13.8204,13.8528,14.002749999999999,14.738,15.0945,15.16875,13.788,15.243
102,14.3153,14.183,0.5045819061361599,13.815299999999999,13.830599999999999,13.88025,14.7395,14.9716,15.0193,13.799999999999999,15.067
103,14.1429,13.9575,0.4494978556369569,13.67135,13.7267,13.774000000000001,14.558250000000001,14.667200000000001,14.744599999999998,13.616,14.822
104,14.0683,14.0395,0.43520034977518646,13.54295,13.655899999999999,13.733249999999998,14.424,14.5612,14.6521,13.43,14.743
105,14.0006,13.902000000000001,0.41222464210131315,13.471049999999998,13.556099999999999,13.753499999999999,14.3065,14.5477,14.59135,13.386,14.635
106,13.957799999999999,13.913,0.3096771795847341,13.577649999999998,13.6573,13.71975,14.22175,14.275699999999999,14.355350000000001,13.498,14.435
107,13.8975,13.947,0.3223804688045893,13.4849,13.5398,13.59125,14.142000000000001,14.275599999999999,14.2918,13.43,14.308
108,13.900599999999999,13.876,0.39937595765838924,13.429549999999999,13.5281,13.57825,14.17875,14.313699999999999,14.46535,13.331,14.616999999999999
109,13.649899999999999,13.7165,0.42733033020265593,13.0238,13.2326,13.36475,13.899249999999999,14.0924,14.175199999999998,12.815,14.258
110,13.4925,13.616,0.4760843179288492,12.8713,12.8866,13.066749999999999,13.809,13.957600000000001,14.099799999999998,12.856,14.241999999999999
111,13.3501,13.3975,0.5689966705624127,12.6479,12.675799999999999,12.8885,13.73975,13.951099999999999,14.086549999999999,12.62,14.222
112,13.3111,13.424,0.49907702589658237,12.5612,12.604399999999998,12.989749999999999,13.74125,13.8083,13.836649999999999,12.517999999999999,13.865
113,13.306099999999999,13.27,0.42156334702575277,12.750250000000001,12.8155,13.126,13.385749999999998,13.897099999999998,13.987549999999999,12.685,14.078
114,13.2789,13.1845,0.37920016701824744,12.81885,12.8517,12.9895,13.61625,13.7536,13.8013,12.786,13.849
115,13.193200000000001,13.164,0.32697495656735287,12.8335,12.901,12.93625,13.3125,13.7165,13.72325,12.766,13.73
116,13.1868,13.206999999999999,0.30310900129601337,12.7927,12.858399999999998,12.95225,13.34925,13.4694,13.6107,12.727,13.751999999999999
117,13.0903,13.239,0.37998071588495697,12.5443,12.6406,12.77175,13.41925,13.4453,13.46015,12.448,13.475
118,12.984,12.939499999999999,0.43540121982169755,12.3468,12.3756,12.76425,13.40625,13.450499999999998,13.466249999999999,12.318,13.482
119,12.9457,12.8615,0.2305091224996432,12.755700000000001,12.7584,12.77825,13.065249999999999,13.200199999999999,13.322600000000001,12.753,13.445
120,12.8247,12.869499999999999,0.3150266479028222,12.35075,12.5735,12.6945,13.020499999999998,13.1251,13.166049999999998,12.128,13.206999999999999
121,12.9369,12.9775,0.28631623930348205,12.54525,12.5655,12.725,13.106,13.2229,13.325949999999999,12.525,13.429
122,12.949,12.8995,0.28130094600306993,12.62585,12.658700000000001,12.801000000000002,12.98125,13.401499999999999,13.43075,12.593,13.459999999999999
123,12.881499999999999,12.8015,0.36581514761177136,12.51105,12.5331,12.617249999999999,13.00225,13.451899999999998,13.50095,12.488999999999999,13.549999999999999
124,12.7353,12.7895,0.31091872821616195,12.25605,12.2691,12.583499999999999,12.8885,13.055900000000001,13.13645,12.243,13.217
125,12.7081,12.756,0.35553010499190607,12.181249999999999,12.3095,12.511,12.936249999999998,13.130700000000001,13.15635,12.052999999999999,13.182
126,12.6502,12.715499999999999,0.3516278967570375,12.06415,12.1123,12.5745,12.835749999999999,12.966499999999998,13.06775,12.016,13.169
127,12.5483,12.661999999999999,0.4212096469297286,11.908750000000001,12.140500000000001,12.341249999999999,12.77975,12.9252,13.038599999999999,11.677,13.152
128,12.4421,12.59,0.4982059926487346,11.6812,11.7424,12.14,12.806499999999998,12.9445,12.99175,11.62,13.039
129,12.3889,12.4545,0.4764420099958536,11.6815,11.713,12.1115,12.80925,12.9217,12.93835,11.65,12.955
130,12.276299999999999,12.286999999999999,0.35820107636788445,11.7651,11.908199999999999,12.0795,12.5895,12.7099,12.71395,11.622,12.718
131,12.216,12.26,0.3969483593617691,11.54185,11.7997,12.17775,12.505,12.5752,12.585099999999999,11.283999999999999,12.594999999999999
132,12.131499999999999,12.206499999999998,0.32559356054238314,11.60415,11.8503,12.0445,12.28975,12.433599999999998,12.4768,11.358,12.52
133,12.0948,12.148,0.3390259904818834,11.6111,11.6282,11.8675,12.236,12.5186,12.566299999999998,11.594,12.613999999999999
134,12.0962,12.1105,0.30962048453622126,11.665049999999999,11.6691,11.89875,12.372499999999999,12.4751,12.475549999999998,11.661,12.475999999999999
135,12.0477,12.0985,0.3551115787091901,11.569949999999999,11.601899999999999,11.746500000000001,12.2995,12.420900000000001,12.48795,11.538,12.555
136,11.9864,12.003,0.37499665183690506,11.45525,11.4575,11.8155,12.192499999999999,12.328299999999999,12.50515,11.453,12.682
137,11.9565,11.9925,0.27839550203901564,11.56295,11.6309,11.798000000000002,12.13475,12.2082,12.3261,11.495,12.443999999999999
138,11.8797,11.871,0.27081566096188453,11.51425,11.6515,11.74575,11.975999999999999,12.2557,12.28135,11.376999999999999,12.307
139,11.9061,11.838999999999999,0.21699126966565047,11.6858,11.705599999999999,11.7525,11.993,12.245899999999999,12.267949999999999,11.666,12.29
140,11.7817,11.7085,0.21723108535484625,11.521,11.548000000000002,11.6665,11.91075,12.0975,12.122250000000001,11.494,12.147
141,11.6262,11.627500000000001,0.20136688462163316,11.33615,11.375300000000001,11.549999999999999,11.703249999999999,11.858299999999998,11.922649999999999,11.297,11.987
142,11.5929,11.6585,0.3552021177364298,11.038450000000001,11.146899999999999,11.41675,11.811250000000001,11.8779,12.007950000000001,10.93,12.138
143,11.526299999999999,11.620999999999999,0.35226475207655294,10.9305,11.115,11.39875,11.79725,11.8171,11.81755,10.746,11.818
144,11.5174,11.527,0.32373727345213466,11.00985,11.1147,11.4075,11.75625,11.841,11.913,10.905,11.985
145,11.3863,11.309999999999999,0.35680185911324314,10.924949999999999,11.0109,11.232249999999999,11.51275,11.892999999999999,11.9515,10.839,12.01
146,11.3242,11.2165,0.3977391104731845,10.90425,10.9785,11.03625,11.539250000000001,11.801999999999998,11.954999999999998,10.83,12.108
147,11.2003,11.1565,0.36251285034694536,10.755199999999999,10.888399999999999,10.971499999999999,11.314250000000001,11.7015,11.775749999999999,10.622,11.85
148,11.1068,11.16,0.3639849813751475,10.5515,10.565,10.983749999999999,11.2615,11.4223,11.590149999999998,10.538,11.758
149,11.1482,11.244499999999999,0.30521569786336733,10.6752,10.6914,10.99925,11.315750000000001,11.385299999999999,11.51265,10.658999999999999,11.64
150,11.071,11.132000000000001,0.42391089210404154,10.3592,10.645399999999999,11.02325,11.31925,11.3784,11.4927,10.073,11.607
151,11.0105,11.062000000000001,0.5184661673307782,10.18055,10.5671,10.918500000000002,11.27,11.5258,11.587900000000001,9.794,11.65
152,10.911909090909091,11.014,0.5596110175015242,10.023499999999999,10.273,10.75,11.1045,11.599,11.695,9.774,11.791
153,10.922181818181818,10.926,0.5133349429333287,10.192499999999999,10.581999999999999,10.708499999999999,11.118500000000001,11.631,11.654499999999999,9.802999999999999,11.677999999999999
154,10.924181818181818,10.906,0.3943825092931526,10.3545,10.459999999999999,10.8015,11.061,11.317,11.5195,10.249,11.722
155,10.873727272727272,10.828999999999999,0.4134956084190231,10.2775,10.424,10.7315,11.079,11.328999999999999,11.479,10.131,11.629
156,10.873272727272727,10.747,0.4656612697893374,10.248999999999999,10.437999999999999,10.687999999999999,11.1235,11.426,11.559999999999999,10.06,11.693999999999999
157,10.77,10.661,0.49192763695486796,10.102,10.129999999999999,10.5605,11.102,11.371,11.5155,10.074,11.66
158,10.596181818181817,10.543,0.37896274702978866,10.003499999999999,10.035,10.507,10.7395,10.996,11.148,9.972,11.299999999999999
159,10.521818181818182,10.597,0.35111901634113174,9.922999999999998,9.969999999999999,10.4445,10.6665,10.781,10.9495,9.876,11.118
160,10.510272727272728,10.445,0.43003002009373514,9.937999999999999,9.953,10.222,10.7995,11.08,11.135,9.923,11.19
161,10.491636363636363,10.446,0.42368744912429795,9.870000000000001,9.935,10.2275,10.769,11.036,11.065999999999999,9.805,11.096
162,10.453,10.545,0.393478334854665,9.850999999999999,9.955,10.1945,10.709,10.895999999999999,10.9465,9.747,10.997
163,10.463,10.513,0.36606829963819604,9.9645,10.152,10.2425,10.6205,10.915,11.001,9.777,11.087
164,10.430363636363635,10.446,0.34046828713619465,9.937000000000001,10.054,10.306000000000001,10.519,10.866999999999999,10.958499999999999,9.82,11.049999999999999
165,10.414636363636363,10.635,0.40623128208626996,9.8585,9.972,10.052499999999998,10.6395,10.681,10.892,9.745,11.103
166,10.250727272727273,10.219,0.42743750207699194,9.785,9.86,9.9125,10.478,10.679,10.906500000000001,9.709999999999999,11.134
167,10.194636363636363,10.257,0.381930955207161,9.7085,9.762,9.8875,10.455,10.693999999999999,10.722,9.655,10.75
168,10.165454545454546,10.06,0.3799343005405971,9.716999999999999,9.866999999999999,9.896999999999998,10.3705,10.693,10.76,9.567,10.827
169,10.084454545454545,10.006,0.4103977006846804,9.568999999999999,9.814,9.884,10.3825,10.488999999999999,10.661999999999999,9.324,10.834999999999999
170,10.033999999999999,9.953999999999999,0.43459636445787253,9.4465,9.666,9.79,10.3945,10.523,10.6045,9.227,10.686
171,10.021545454545453,9.937999999999999,0.42085469312729884,9.41,9.597999999999999,9.789,10.3875,10.456,10.521,9.222,10.586
172,9.966454545454544,9.908,0.4466227409428151,9.355,9.392999999999999,9.686499999999999,10.3615,10.512,10.5585,9.317,10.605
173,9.92590909090909,9.844999999999999,0.536794831298785,9.343,9.392999999999999,9.4665,10.401499999999999,10.661999999999999,10.672,9.293,10.682
174,9.792727272727273,9.671999999999999,0.6012911259796023,9.038,9.183,9.3425,10.201,10.556,10.658,8.893,10.76
175,9.746181818181817,9.652,0.508026538318978,9.193999999999999,9.264999999999999,9.339500000000001,10.1165,10.381,10.4865,9.123,10.592
176,9.709363636363635,9.551,0.44443363345437153,9.111999999999998,9.113999999999999,9.434000000000001,10.067,10.126,10.286999999999999,9.11,10.448
177,9.665999999999999,9.586,0.40801740158968725,9.069999999999999,9.155999999999999,9.413,9.9935,10.110999999999999,10.175999999999998,8.983999999999998,10.241
178,9.563727272727272,9.603,0.3254394232139343,9.088999999999999,9.225,9.379999999999999,9.751999999999999,9.82,9.986,8.953,10.152
179,9.503545454545455,9.449,0.3639987262714974,9.0835,9.19,9.2895,9.599499999999999,9.924999999999999,10.112499999999999,8.977,10.299999999999999
180,9.455636363636364,9.461,0.42202470845372886,8.928999999999998,8.986999999999998,9.184,9.5785,9.903,10.1365,8.870999999999999,10.37
181,9.561636363636364,9.426,0.5234669564981675,8.9985,9.102,9.1845,9.896999999999998,10.145999999999999,10.370999999999999,8.895,10.596
182,9.622181818181817,9.385,0.4843677978936705,9.1265,9.235,9.344999999999999,9.8605,10.155,10.4115,9.017999999999999,10.668
183,9.460818181818182,9.405,0.43739474578047144,8.9425,8.989,9.176,9.780999999999999,10.056,10.111999999999998,8.896,10.168
184,9.310181818181817,9.324,0.46561804479247104,8.690999999999999,8.826999999999998,9.019,9.632,9.911999999999999,9.9515,8.555,9.991
185,9.312181818181818,9.197,0.4843731656856764,8.734499999999999,8.850999999999999,8.978,9.7345,9.985999999999999,10.011,8.617999999999999,10.036
186,9.379,9.342,0.5724388176914625,8.701,8.791,8.9145,9.9665,10.032,10.094,8.611,10.155999999999999
187,9.290818181818182,9.083,0.641858055676147,8.628499999999999,8.631999999999998,8.7115,9.9665,10.056,10.145999999999999,8.625,10.235999999999999
188,9.236636363636363,9.183,0.6289105298414515,8.504499999999998,8.547999999999998,8.655999999999999,9.835999999999999,9.91,10.0735,8.460999999999999,10.237
189,9.100636363636363,9.046999999999999,0.6439576496520983,8.2995,8.405999999999999,8.6665,9.2975,10.113,10.17,8.193000000000001,10.227
190,9.035636363636364,8.995000000000001,0.5461015057161579,8.3745,8.376999999999999,8.613,9.293,9.81,9.8935,8.372,9.977
191,8.957636363636363,8.889,0.4779736964995615,8.267499999999998,8.335999999999999,8.731,9.2485,9.508,9.6435,8.198999999999998,9.779
192,8.956272727272728,8.939,0.43103134245878055,8.386999999999999,8.483999999999998,8.693,9.202,9.374,9.5845,8.29,9.795
193,8.927181818181818,8.901,0.4887937843675627,8.27,8.283000000000001,8.6165,9.19,9.453999999999999,9.636,8.256999999999998,9.818
194,8.89290909090909,8.925999999999998,0.5062883475936326,8.179499999999999,8.363,8.614,9.129000000000001,9.462,9.6375,7.995999999999999,9.812999999999999
195,8.902727272727272,8.966999999999999,0.42321320653048905,8.324499999999999,8.393999999999998,8.642,9.1095,9.321,9.507,8.254999999999999,9.693
196,8.841454545454544,8.969999999999999,0.48340528826986634,8.1065,8.375,8.564499999999999,9.1795,9.263,9.404,7.838000000000001,9.545
197,8.889727272727272,9.116,0.44282255834794393,8.283499999999998,8.329999999999998,8.47,9.180499999999999,9.259,9.411,8.236999999999998,9.562999999999999
198,8.891727272727273,8.934000000000001,0.4426974341260835,8.331,8.395,8.4345,9.238999999999999,9.241999999999999,9.4005,8.267,9.559
199,8.871818181818181,8.8,0.4023557674948421,8.377,8.428,8.488999999999999,9.224499999999999,9.254999999999999,9.3485,8.326,9.442
200,8.695181818181817,8.489999999999998,0.544563645165892,7.977500000000001,8.222000000000001,8.3585,9.215,9.289,9.353,7.7330000000000005,9.417
201,8.661727272727273,8.39,0.5296865282238338,8.117999999999999,8.123999999999999,8.208499999999999,9.2305,9.283999999999999,9.338999999999999,8.111999999999998,9.394
202,8.590818181818182,8.264,0.4795334854171956,8.1565,8.166999999999998,8.222,8.9415,9.097,9.317499999999999,8.146,9.538
203,8.578454545454544,8.305,0.5151848917886399,8.114999999999998,8.155999999999999,8.1905,8.849499999999999,9.44,9.4485,8.073999999999998,9.456999999999999
204,8.536727272727273,8.456,0.46760947186922786,7.955,8.017,8.216,8.865499999999999,9.219,9.2405,7.893000000000001,9.262
205,8.502454545454546,8.453,0.4486594172947593,7.832999999999998,7.945999999999998,8.2775,8.8105,9.097,9.129,7.719999999999999,9.161
