time,SST
2002-12-31,12.495
2003-01-01,12.686
2003-01-02,12.725
2003-01-03,12.561
2003-01-04,12.386
2003-01-05,12.227
2003-01-06,12.06
2003-01-07,12.302
2003-01-08,12.478
2003-01-09,12.667
2003-01-10,12.689
2003-01-11,12.922
2003-01-12,13.356
2003-01-13,13.681
2003-01-14,13.775
2003-01-15,13.421
2003-01-16,13.334
2003-01-17,13.386
2003-01-18,13.602
2003-01-19,13.273
2003-01-20,13.064
2003-01-21,12.977
2003-01-22,12.936
2003-01-23,12.929
2003-01-24,13.182
2003-01-25,13.141
2003-01-26,13.076
2003-01-27,13.198
2003-01-28,13.269
2003-01-29,13.388
2003-01-30,13.241
2003-01-31,13.307
2003-02-01,13.2
2003-02-02,13.301
2003-02-03,13.452
2003-02-04,13.528
2003-02-05,13.595
2003-02-06,13.58
2003-02-07,13.825
2003-02-08,13.642
2003-02-09,13.596
2003-02-10,13.53
2003-02-11,13.77
2003-02-12,13.92
2003-02-13,13.926
2003-02-14,13.827
2003-02-15,13.672
2003-02-16,13.77
2003-02-17,13.772
2003-02-18,13.652
2003-02-19,13.423
2003-02-20,13.281
2003-02-21,13.26
2003-02-22,13.286999999999999
2003-02-23,13.34
2003-02-24,13.288
2003-02-25,13.382
2003-02-26,13.581999999999999
2003-02-27,13.37
2003-02-28,13.165
2003-03-01,12.946
2003-03-02,12.677999999999999
2003-03-03,12.725
2003-03-04,12.968
2003-03-05,12.9
2003-03-06,12.772
2003-03-07,13.302
2003-03-08,13.689
2003-03-09,13.83
2003-03-10,13.688
2003-03-11,13.47
2003-03-12,13.493
2003-03-13,13.622
2003-03-14,13.524
2003-03-15,12.966
2003-03-16,13.036
2003-03-17,13.19
2003-03-18,13.145
2003-03-19,12.468
2003-03-20,12.594999999999999
2003-03-21,12.58
2003-03-22,12.443
2003-03-23,12.294
2003-03-24,12.312
2003-03-25,12.318
2003-03-26,12.203999999999999
2003-03-27,11.971
2003-03-28,11.915
2003-03-29,11.935
2003-03-30,12
2003-03-31,12.059
2003-04-01,12.209999999999999
2003-04-02,12.152
2003-04-03,12.062
2003-04-04,11.975
2003-04-05,12.062
2003-04-06,12.006
2003-04-07,11.952
2003-04-08,11.758
2003-04-09,11.386
2003-04-10,11.331
2003-04-11,11.333
2003-04-12,10.711
2003-04-13,10.495
2003-04-14,10.645
2003-04-15,10.89
2003-04-16,11.121
2003-04-17,11.298
2003-04-18,11.331999999999999
2003-04-19,11.119
2003-04-20,10.781
2003-04-21,10.753
2003-04-22,10.728
2003-04-23,10.853
2003-04-24,10.82
2003-04-25,10.74
2003-04-26,10.703999999999999
2003-04-27,10.706
2003-04-28,10.369
2003-04-29,10.213
2003-04-30,10.405
2003-05-01,10.292
2003-05-02,10.174
2003-05-03,10.402
2003-05-04,10.395999999999999
2003-05-05,10.174999999999999
2003-05-06,10.128
2003-05-07,10.209999999999999
2003-05-08,10.139
2003-05-09,10.027
2003-05-10,9.981
2003-05-11,9.780999999999999
2003-05-12,9.949
2003-05-13,9.967
2003-05-14,9.917
2003-05-15,9.894
2003-05-16,9.953999999999999
2003-05-17,9.725999999999999
2003-05-18,9.68
2003-05-19,9.679
2003-05-20,9.538
2003-05-21,9.508
2003-05-22,9.504
2003-05-23,9.455
2003-05-24,9.453
2003-05-25,9.462
2003-05-26,9.581999999999999
2003-05-27,9.247
2003-05-28,9.257
2003-05-29,9.349
2003-05-30,9.413
2003-05-31,9.346
2003-06-01,9.398
2003-06-02,9.219
2003-06-03,9.267
2003-06-04,9.142
2003-06-05,9.139999999999999
2003-06-06,8.896999999999998
2003-06-07,8.692
2003-06-08,8.407
2003-06-09,8.320999999999998
2003-06-10,8.445
2003-06-11,8.559999999999999
2003-06-12,8.363
2003-06-13,8.021999999999998
2003-06-14,7.864999999999998
2003-06-15,8.082999999999998
2003-06-16,8.361999999999998
2003-06-17,8.424
2003-06-18,8.335
2003-06-19,8.143999999999998
2003-06-20,8.184000000000001
2003-06-21,8.267
2003-06-22,8.274000000000001
2003-06-23,8.169
2003-06-24,8.082
2003-06-25,8.134999999999998
2003-06-26,8.209
2003-06-27,8.068999999999999
2003-06-28,7.643999999999998
2003-06-29,7.774000000000001
2003-06-30,8.012
2003-07-01,8.094999999999999
2003-07-02,7.914999999999999
2003-07-03,7.632999999999999
2003-07-04,7.629000000000001
2003-07-05,8.094999999999999
2003-07-06,8.218
2003-07-07,8.352999999999998
2003-07-08,8.120000000000001
2003-07-09,7.748999999999999
2003-07-10,7.442
2003-07-11,7.352
2003-07-12,7.329999999999998
2003-07-13,7.2669999999999995
2003-07-14,7.300000000000001
2003-07-15,7.43
2003-07-16,7.064
2003-07-17,7.097999999999999
2003-07-18,7.091999999999999
2003-07-19,7.263999999999999
2003-07-20,7.623000000000001
2003-07-21,7.789999999999999
2003-07-22,7.402000000000001
2003-07-23,7.2330000000000005
2003-07-24,7.216999999999999
2003-07-25,7.015000000000001
2003-07-26,6.805
2003-07-27,6.704999999999998
2003-07-28,6.882999999999999
2003-07-29,6.969000000000001
2003-07-30,7.001000000000001
2003-07-31,6.989999999999998
2003-08-01,7.024000000000001
2003-08-02,7.059999999999999
2003-08-03,7.135999999999999
2003-08-04,7.140999999999998
2003-08-05,7.026
2003-08-06,7.015999999999998
2003-08-07,7.166999999999998
2003-08-08,7.295999999999999
2003-08-09,7.172000000000001
2003-08-10,6.914999999999999
2003-08-11,6.748999999999999
2003-08-12,6.805
2003-08-13,7.013999999999999
2003-08-14,7.18
2003-08-15,7.1419999999999995
2003-08-16,7.001999999999999
2003-08-17,6.855999999999998
2003-08-18,6.734999999999999
2003-08-19,6.998000000000001
2003-08-20,7.227
2003-08-21,7.356999999999999
2003-08-22,7.491
2003-08-23,7.559999999999999
2003-08-24,7.4289999999999985
2003-08-25,7.178000000000001
2003-08-26,7.236000000000001
2003-08-27,7.274000000000001
2003-08-28,7.079000000000001
2003-08-29,6.864999999999998
2003-08-30,6.574999999999999
2003-08-31,6.506999999999998
2003-09-01,6.681000000000001
2003-09-02,6.9239999999999995
2003-09-03,6.978999999999999
2003-09-04,7.041999999999998
2003-09-05,6.786000000000001
2003-09-06,6.5809999999999995
2003-09-07,6.715
2003-09-08,6.808
2003-09-09,6.939
2003-09-10,7.077999999999999
2003-09-11,7.170999999999999
2003-09-12,7.158000000000001
2003-09-13,6.582999999999998
2003-09-14,6.785
2003-09-15,6.882999999999999
2003-09-16,6.879999999999999
2003-09-17,6.9190000000000005
2003-09-18,6.754999999999999
2003-09-19,6.773
2003-09-20,7.018000000000001
2003-09-21,7.033999999999999
2003-09-22,6.983999999999998
2003-09-23,7.129000000000001
2003-09-24,7.239000000000001
2003-09-25,7.312999999999999
2003-09-26,7.373000000000001
2003-09-27,7.109999999999999
2003-09-28,6.984999999999999
2003-09-29,6.9929999999999986
2003-09-30,6.948999999999998
2003-10-01,7.154
2003-10-02,7.161000000000001
2003-10-03,7.187999999999999
2003-10-04,7.334
2003-10-05,7.349
2003-10-06,7.399999999999999
2003-10-07,7.216999999999999
2003-10-08,7.119
2003-10-09,7.166
2003-10-10,7.474
2003-10-11,7.555
2003-10-12,7.585000000000001
2003-10-13,7.634
2003-10-14,8.023
2003-10-15,8.187000000000001
2003-10-16,8.222000000000001
2003-10-17,8.171
2003-10-18,8.262
2003-10-19,8.501000000000001
2003-10-20,8.649000000000001
2003-10-21,8.799
2003-10-22,8.805
2003-10-23,8.465
2003-10-24,8.309000000000001
2003-10-25,8.358
2003-10-26,8.294
2003-10-27,8.334
2003-10-28,8.337
2003-10-29,8.689
2003-10-30,8.896
2003-10-31,8.873999999999999
2003-11-01,9.346
2003-11-02,9.249
2003-11-03,9.103
2003-11-04,8.916
2003-11-05,9.072
2003-11-06,9.482
2003-11-07,9.602
2003-11-08,9.465
2003-11-09,9.349
2003-11-10,9.447
2003-11-11,9.433
2003-11-12,10.078
2003-11-13,10.168
2003-11-14,10.054
2003-11-15,10.152
2003-11-16,10.187
2003-11-17,10.084
2003-11-18,10.309
2003-11-19,10.368
2003-11-20,10.375
2003-11-21,10.2
2003-11-22,10.248
2003-11-23,9.994
2003-11-24,10.169
2003-11-25,10.350999999999999
2003-11-26,10.28
2003-11-27,10.067
2003-11-28,9.735999999999999
2003-11-29,9.44
2003-11-30,9.741
2003-12-01,10.274
2003-12-02,10.703999999999999
2003-12-03,10.843
2003-12-04,10.647
2003-12-05,10.719999999999999
